apartment_,latitude,longitude,place_id,zipcode,website,property_a,map_url,phone,Market_Time,School_Time
1105 Town Brookhaven Apartments,33.871128,-84.338175,ChIJXf6R4sAI9YgRo1YcKwm_oaE,30319,http://www.1105townbrookhaven-apts.com/,"1105 Town Blvd, Atlanta, GA 30319, USA",https://maps.google.com/?cid=11646800157455701667,(404) 816-7333,20 mins,15 mins
The Ashford Apartment Homes,33.8934,-84.332449,ChIJyQPDOBkJ9YgRpI-9EouOCDw,30319,http://www.theashfordapartmenthomes.com/,"1938 Johnson Ferry Rd NE, Brookhaven, GA 30319, USA",https://maps.google.com/?cid=4325864170055372708,(770) 451-5425,46 mins,26 mins
Lenox Summit Apartments,33.857156,-84.347034,ChIJzXKR3rEI9YgRPe0cbSxunQI,30319, ,"2449 E Club Dr NE, Atlanta, GA 30319, USA",https://maps.google.com/?cid=188427896507657533,(404) 231-1580,16 mins,40 mins
3833 Peachtree Apartments,33.857136,-84.34626,ChIJzZVAM7AI9YgRgtZXfzX5wrg,30319,http://www.3833peachtree.com/,"3833 Peachtree Rd, Brookhaven, GA 30319, USA",https://maps.google.com/?cid=13313477456625653378,(404) 237-5320,16 mins,40 mins
The Enclave at Riverdale Apartments,33.603052,-84.442339,ChIJ2RTZS0rj9IgRNgIqLwB1hx0,30320,http://theenclaveatriverdale.com/,"1507 Pine Dr, College Park, GA 30349, USA",https://maps.google.com/?cid=2127797992607580726,(770) 691-2399,24 mins,19 mins
Norsouth,33.655736,-84.438334,ChIJ543ZSbPi9IgRHdOEYrz80w8,30320,http://www.norsouth.com/,"1503 Temple Ave, College Park, GA 30337, USA",https://maps.google.com/?cid=1140533016691790621,(404) 768-4276,18 mins,32 mins
Poplar Pointe Apartments,33.602254,-84.451049,ChIJzfy9TUbj9IgRG3oWCSpNaDk,30320, ,"1875 E Pleasant Hill Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=4136641100676233755, ,24 mins,19 mins
Columbia Tower,33.744133,-84.383576,ChIJC8Sr-ZAD9YgRcBD42b7YltE,30321,http://www.columbiares.com/,"380 Martin St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=15102496714645835888,(404) 230-7556,20 mins,19 mins
Wheat Street Towers,33.755125,-84.375137,ChIJxxKnLPUD9YgRqGkS-s2EWbg,30321, ,"375 Auburn Ave NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=13283794596104661416,(404) 525-5673,4 mins,8 mins
The Sidney at Morningside,33.792966,-84.344309,ChIJ4UZPg4UG9YgRMNUMGkE4r04,30322,http://www.thesidneyatl.com/,"1295 E Rock Springs Rd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=5669812308143822128,(404) 875-8436,4 mins,8 mins
Clairmont Reserve,33.80086,-84.308225,ChIJ6W_0F6oH9YgROuBqazgSDRA,30322,http://www.clairmontreserve.com/,"1575 Clairmont Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=1156600712833720378,(404) 315-8101,26 mins,22 mins
Gables Emory Point,33.80195,-84.327805,ChIJATqOpFgG9YgRK2_eyZI1qjU,30322,http://www.gables.com/emorypoint,"855 Emory Point Dr, Atlanta, GA 30329, USA",https://maps.google.com/?cid=3866962134619287339,(404) 486-0671,6 mins,8 mins
The Atlantic Briarcliff Apartment Homes,33.809435,-84.333717,ChIJB8TKDWcG9YgRFb5zVMPFunE,30322,http://www.atlanticbriarcliffliving.com/,"1901 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=8195079914680204821,(404) 320-1953,6 mins,8 mins
Gables Montclair,33.792979,-84.306053,ChIJC7wmEAQH9YgROuJafMdeXsk,30322,http://www.gables.com/montclair,"Ladson Ct, Decatur, GA 30033, USA",https://maps.google.com/?cid=14510139260312150586,(404) 321-0167,26 mins,22 mins
Conservatory At Druid Hills,33.811516,-84.291296,ChIJeedVRL0H9YgRu5eYFeH-DKU,30322,http://viridianatlanta.com/,"3421 N Druid Hills Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=11893160958662055867,(866) 205-6563,26 mins,45 mins
Emory Woods Apartments,33.791567,-84.304186,ChIJfehHrQUH9YgRKnL4DwGrDhU,30322,http://www.emorywoods.com,"2085 Powell Ln, Decatur, GA 30033, USA",https://maps.google.com/?cid=1517338145521693226,(404) 634-3777,26 mins,22 mins
Highland Square,33.792925,-84.337772,ChIJhWLSGIwG9YgR5WcZORRvFJo,30322,http://www.highlandsquareatlanta.com/,"1400 Briarcliff Rd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=11102621114023110629,(404) 888-9300,16 mins,26 mins
Williamsburg Apartments,33.810092,-84.306958,ChIJIc2D_q0H9YgRVrD1ozvNzhc,30322,http://www.rentatwilliamsburg.com/,"2001 N Williamsburg Dr, Decatur, GA 30033, USA",https://maps.google.com/?cid=1715534164112289878,(844) 287-2901,54 mins,27 mins
Gables Rock Springs,33.792645,-84.340816,ChIJjecqBo8G9YgRqaw1fjh8UMU,30322,http://www.gables.com/RockSprings,"550 Rock Springs Ct NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=14218000605686115497,(404) 872-1111,16 mins,26 mins
Campus Crossings at Briarcliff,33.802469,-84.337145,ChIJJZqElWEG9YgR6Ngn9b7K3D4,30322,http://www.livebriarcliff.com/,"1659 Briarcliff Rd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=4529718246733502696,(844) 792-5107,6 mins,8 mins
Clifton Towers,33.797726,-84.322201,ChIJkcHkLvgG9YgRzbaHxVmKuJo,30322, ,"1501 Clifton Rd, Atlanta, GA 30322, USA",https://maps.google.com/?cid=11148812995726390989, ,13 mins,8 mins
The Apartments At President Park,33.788439,-84.305036,ChIJo7CNJwUH9YgR2xhF5Uo0dGA,30322,http://www.presidentparkapts.com/,"1231 Clairmont Rd, Decatur, GA 30030, USA",https://maps.google.com/?cid=6950237621218253019,(844) 845-3012,26 mins,22 mins
Post Briarcliff,33.815287,-84.331908,ChIJsRe5XEIG9YgRe-hoXw3_tFM,30322,http://www.postproperties.com/GA/Atlanta/Emory/Post-Briarcliff,"500 Briarvista Way NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=6031726233856305275,(404) 235-3477,11 mins,20 mins
Calibre Woods,33.815289,-84.31689,ChIJSV9tUUwG9YgRsrL0aEx5jTo,30322,http://www.calibrewoods.com/,"2075 Lavista Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=4219161795001365170,(404) 634-4259,27 mins,14 mins
3131 Apartments - Decatur,33.812238,-84.304499,ChIJTbb0pbEH9YgR2kAihVjDDKo,30322,http://www.3131apartments.com/,"3131 N Druid Hills Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=12253383471126429914,(678) 554-4537,54 mins,27 mins
Emory Point,33.801336,-84.328238,ChIJu5CdSV8G9YgRB-0bBA7revs,30322,http://emory-point.com/,"1520 Avenue Pl, Atlanta, GA 30329, USA",https://maps.google.com/?cid=18121054496109620487,(678) 686-3106,6 mins,8 mins
Highland Lake Apartments,33.802145,-84.309283,ChIJV5SX-aoH9YgRS3Dh9N7VMr4,30322,http://www.highlandlake-apts.com/,"10 Highland Lake Cir, Decatur, GA 30033, USA",https://maps.google.com/?cid=13705251769609711691,(404) 467-2104,54 mins,27 mins
Sloan Square Apartments,33.813791,-84.337529,ChIJV5Wf0mgG9YgRmit_ie4TxqQ,30322,http://sloansquareliving.com/,"1555 Lavista Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=11873199382838848410,(404) 320-0439,6 mins,8 mins
Briar Patch Apartments,33.81732,-84.33573,ChIJz8w6MGoG9YgRDRiFURwaLns,30322, ,"2182 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=8876060624522909709,(404) 633-2680,11 mins,20 mins
CB Lofts,33.82108,-84.352261,ChIJ__Xc_XQG9YgRlsRhrX64StQ,30324,http://www.cblofts.com/,"2430 Cheshire Bridge Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=15297241938531566742,(404) 315-6115,12 mins,35 mins
AMLI Lindbergh,33.820052,-84.365281,ChIJ2RRfP8MF9YgRCKQkvnkAn20,30324,http://www.amli.com/apartments/atlanta/Buckhead/Atlanta/lindbergh,"2400 Parkland Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=7899032794312254472,(404) 267-1013,26 mins,30 mins
Gables Sheridan,33.825548,-84.338077,ChIJ803JhhQG9YgR9zyh4BchJWY,30324,http://www.gables.com/sheridan,"1514 Sheridan Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=7360325552443571447,(404) 679-5600,11 mins,20 mins
eon at Lindbergh,33.822679,-84.371555,ChIJ85HlDMEF9YgR0Nmz-e-au2g,30324,http://www.berkshirecommunities.com/apartments/ga/atlanta/eon-at-lindbergh/,"2450 Camellia Ln NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=7546795956066572752,(404) 907-1540,26 mins,30 mins
Bell Cheshire Bridge Apartments,33.813326,-84.354543,ChIJ8WTkOdgF9YgR80zz6-QWbxE,30324,http://www.bellapartmentliving.com/GA/Atlanta/Bell-Cheshire-Bridge/,"2124 Cheshire Bridge Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=1256247993526602995,(404) 929-9289,13 mins,23 mins
32 Hundred Lenox Apartments,33.843827,-84.358936,ChIJC9bIKP8F9YgRNoJ0K-lXbyA,30324,http://www.bellapartmentliving.com/ga/atlanta/32-hundred-lenox/,"3200 Lenox Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=2337183390596629046,(404) 261-3037,29 mins,26 mins
Marquis Midtown District,33.811807,-84.373802,ChIJdy2CbMgF9YgR3czre4qxDCs,30324,http://www.mqmidtowndistrict.com/,"415 Armour Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=3102049451694083293,(404) 369-0095,16 mins,11 mins
Sorelle Apartments,33.820331,-84.364667,ChIJfW3-t9wF9YgRjHlBXPjRgXA,30324,http://www.sorelleapartments.com/,"2399 Parkland Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=8106991668873492876,(404) 948-1006,26 mins,30 mins
Morgan Place Apartment Homes,33.826347,-84.344988,ChIJG3k3Aw0G9YgRGSM3h6zldH0,30324,http://www.morganplaceapts.com/,"1680 Chantilly Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=9040102881205101337,(404) 998-5264,12 mins,35 mins
Optimist Lofts,33.812729,-84.366645,ChIJGaBh5c8F9YgRlQDyTXLXnKw,30324,http://www.optimistlofts.com/,"2115 Piedmont Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=12438053156824416405,(404) 721-4746,16 mins,11 mins
Briarhill Apartments,33.826112,-84.339423,ChIJJazUEhMG9YgRFfkfCsINlQA,30324,http://www.briarhillapts.com/,"1470 Sheridan Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=41954898574571797,(404) 634-5891,11 mins,20 mins
Lenox Woods Apartments,33.816393,-84.351793,ChIJk77_iAoG9YgRNCrAR0QzDDM,30324,http://www.fifecoproperties.com/Apartments/module/property_info/property[id]/8111/,"2255 Lenox Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=3678371364009421364,(404) 329-1552,12 mins,35 mins
Monroe Place Apartments,33.809322,-84.370236,ChIJnevENckF9YgRvSn2EidUg4A,30324,http://www.monroeplace.com/,"2000 Monroe Pl NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=9260337785602451901,(404) 874-2112,16 mins,11 mins
Uptown Square Apartments,33.823066,-84.370734,ChIJr1bajcEF9YgRpfDHSnEViwE,30324,http://www.uptownsquareatlanta.com/,"508 Main St NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=111206192130814117,(404) 846-6091,26 mins,30 mins
The Peninsula at Buckhead,33.824901,-84.366746,ChIJsdUFTOgF9YgRHdpLgCzkB70,30324,http://www.peninsulabuckhead.com/,"2591 Piedmont Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=13621106477787503133,(404) 231-0003,26 mins,30 mins
Gables Midtown,33.807736,-84.375296,ChIJSxVG_rUF9YgRuXBmU2Vjwb4,30324,http://www.gables.com/midtown,"1925 Monroe Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=13745376824553533625,(404) 532-1925,16 mins,11 mins
Ansley Forest Apartments,33.799269,-84.369418,ChIJy3eQeDME9YgR7E8mulg4bpY,30324,http://www.ansleyforestapartments.com/,"1616 Piedmont Ave NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=10839663306858713068,(404) 875-4702,13 mins,20 mins
Tuscany at Lindbergh Apartments,33.818243,-84.368928,ChIJz1AoBcQF9YgRwVAr1QKMmns,30324,http://venterraliving.com/tuscanyatlindbergh/rent_pricing_availability?id=GA4TUGGM,"600 Garson Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=8906585156872786113,(404) 845-7838,26 mins,30 mins
Avana Lenox,33.826302,-84.357142,ChIJzRHoqeEF9YgRg7ONTjNe_18,30324,http://www.avanalenox.com/,"925 Canterbury Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=6917351127118623619,(404) 233-5900,12 mins,35 mins
Post Lindbergh,33.819591,-84.371615,ChIJzZBrQcEF9YgR5Kubbeiim0U,30324,http://www.postproperties.com/GA/Atlanta/Buckhead/Post-Lindbergh,"485 Lindbergh Pl NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=5015781729162210276,(404) 233-9918,26 mins,30 mins
Advantage Corporate Apartments,33.842775,-84.426199,ChIJ09drPFoF9YgRm8EhOiNNsV8,30325,http://www.advantageapartments.com/,"3280 Northside Pkwy NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=6895377318175424923,(678) 705-5744,54 mins,14 mins
The Rocca,33.842775,-84.426199,ChIJ09drPFoF9YgRWwZpt4TGl3U,30325,http://therocca.com/,"3280 Northside Pkwy NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=8473459497235973723,(404) 262-0510,54 mins,14 mins
The Reserve at West Paces,33.849819,-84.432356,ChIJ3dj-pPgP9YgRe4Sp3-TNDhw,30325, ,"1401 West Paces Ferry Rd NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=2021779665624597627,(404) 814-1944,1 hour 21 mins,19 mins
Solis Downwood,33.840871,-84.426422,ChIJ97VI9VoF9YgRwYiYlTfhC6U,30325,http://solisdownwood.com/,"3201 Downwood Cir NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=11892846869851179201,(404) 481-5451,54 mins,14 mins
Carondelet Apartments,33.813179,-84.424659,ChIJa08eqiUF9YgR8TYVPqDVwGc,30325, ,"2113 Defoors Ferry Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=7476210265648084721,(404) 355-5407,45 mins,43 mins
Ashford 2788 Apartments,33.819117,-84.445392,ChIJCQcCUc4a9YgRaN91BKQ6s3Y,30325,http://www.ashford2788.com/,"2788 Defoors Ferry Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=8553244593430585192,(404) 596-5656,53 mins,29 mins
Defoors Crossing Apartments,33.812493,-84.425871,ChIJedSMsCUF9YgRKP0PSCjW6O8,30325,http://www.habershamapts.com/,"2100 Defoors Ferry Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=17287302638157692200,(404) 350-9051,45 mins,43 mins
Collier Ridge Apartments,33.813956,-84.425831,ChIJIRy-zDoF9YgRywiG-ddiN3c,30325,http://www.collierridge.com/,"100 Noble Creek Dr NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=8590443493976312011,(404) 351-8548,45 mins,43 mins
Post Collier Hills,33.808958,-84.416049,ChIJN8iGSh8F9YgRxJc7UCW1ZJQ,30325,http://www.postproperties.com/GA/Atlanta/Buckhead/Post-Collier-Hills,"914 Collier Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=10692870587148900292,(404) 350-9664,45 mins,43 mins
Reserve at West Paces,33.848867,-84.432158,ChIJTxUEElYF9YgR4vrM64oRNJU,30325,http://www.reserveatwestpaces.com/,"1401 West Paces Ferry Rd NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=10751237498799454946,(404) 814-1944,1 hour 21 mins,19 mins
Camden Phipps Apartments,33.85466,-84.36596,ChIJ_2uXnFAP9YgRHrWUXkVukLo,30326,https://www.camdenliving.com/atlanta-ga-apartments/camden-phipps,"700 Phipps Blvd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=13443366131919533342,(404) 261-4015,11 mins,23 mins
SkyHouse Buckhead,33.849795,-84.367383,ChIJ4wF0BFkP9YgRnKTWAzg9yaY,30326,http://skyhousebuckhead.com/,"3390 Stratford Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=12018204391406740636,(404) 445-7878,11 mins,23 mins
Gables Residential,33.845658,-84.359442,ChIJ7UzZAFYP9YgRVDhk2T1Weak,30326,http://www.gables.com/,"3399 Peachtree Rd #600, Atlanta, GA 30326, USA",https://maps.google.com/?cid=12211886688232028244,(404) 923-5500,29 mins,26 mins
Alexan Lenox,33.846885,-84.35617,ChIJCWk2bFUP9YgR4iC3X9o6T5Q,30326,http://alexanlenox.com/,"960 East Paces Ferry Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=10686825150356594914,(404) 869-6580,29 mins,26 mins
Phipps Place Luxury Apartments,33.850581,-84.358067,ChIJe4dvDVQP9YgRGP-PmfaxAhU,30326,http://phippsplaceapartments.com/,"3460 Kingsboro Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=1513968097446330136,(404) 816-9191,29 mins,26 mins
Executive Corporate Living,33.849959,-84.358332,ChIJe4dvDVQP9YgRyBXxJjF9rdM,30326,http://www.executivecorporateliving.com/Buckhead.html,"3460 Kingsboro Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=15252985163033941448,(678) 208-0480,29 mins,26 mins
Windsor Hall Apartment Homes,33.854262,-84.352534,ChIJEc6gGa0I9YgRf2J1pa1m_GY,30326,http://www.liveatwindsorhall.com/,"3703 Peachtree Rd, Atlanta, GA 30319, USA",https://maps.google.com/?cid=7420919181991043711,(404) 237-1850,29 mins,26 mins
The Paramount at Buckhead,33.850779,-84.367755,ChIJI5sLCVkP9YgR19V5RiDmOEE,30326, ,"3445 Stratford Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=4699759237456844247,(404) 846-7100,11 mins,23 mins
The Grandview,33.849153,-84.357203,ChIJj4snVVQP9YgRNEH8W85VcgM,30326,http://www.grandviewatlanta.com/,"3481 Lakeside Dr NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=248355274253680948,(404) 233-2167,29 mins,26 mins
Kingsboro Luxury Apartments,33.849883,-84.357564,ChIJlX9aRlQP9YgRI2Maen0Oafs,30326,http://www.kingsboro-apartments.com/,"3443 Kingsboro Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=18116026908156781347,(404) 467-7707,29 mins,26 mins
Post Alexander Apartment Homes,33.853554,-84.365367,ChIJNSJrSVoP9YgRSMZZpz_ahDM,30326,http://www.postproperties.com/ga/atlanta/alexander,"600 Phipps Blvd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=3712331959785604680,(404) 841-0872,11 mins,23 mins
Bell Lenox Park,33.848071,-84.34779,ChIJVav4k6kI9YgRW0cuV9IUq9U,30326,http://www.bellapartmentliving.com/GA/Atlanta/Bell-Lenox-Park,"100 Lenox Park Cir NE, Atlanta, GA 30319, USA",https://maps.google.com/?cid=15396422644734510939,(404) 233-4959,29 mins,26 mins
Post Apartment Homes LP,33.868158,-84.449094,ChIJ0wjWWBcQ9YgRFKBVlWnHDBk,30327,http://www.postproperties.com/,"4401 Northside Pkwy NW #800, Atlanta, GA 30327, USA",https://maps.google.com/?cid=1805036806959636500,(404) 846-7800,53 mins,7 mins
Post Riverside,33.869342,-84.448363,ChIJ3fi9ZRgQ9YgRR1Iz2sLbaT4,30327,http://www.postproperties.com/GA/Atlanta/Vinings/Post-Riverside,"4403 Northside Pkwy NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=4497367332837085767,(404) 233-6310,53 mins,7 mins
F F Properties,33.885942,-84.463532,ChIJ81kKxUgQ9YgRs6JPuObL9qw,30327,http://www.fairfieldresidential.com/,"200 Galleria Pkwy SE, Atlanta, GA 30339, USA",https://maps.google.com/?cid=12463373210589569715,(678) 996-3760,51 mins,1 hour 6 mins
Cross Creek Condominiums,33.821099,-84.426129,ChIJETSoBToF9YgRVXsdK1M0-LQ,30327,http://www.crosscreek-atlanta.com/outside_home.asp,"1221 Cross Creek Pkwy NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=13040230252861553493,(404) 351-7600,46 mins,39 mins
Jewish Tower,33.840562,-84.428546,ChIJg2och1oF9YgR25HGHDJ-rgc,30327, ,"3160 Howell Mill Rd NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=553518557909389787,(404) 351-3536,1 hour 22 mins,3 mins
Overton Rise Apartments,33.88611,-84.454701,ChIJh4wNJTcQ9YgR25e_17Ys1-E,30327,http://overtonriseapts.com/,"3695 Cumberland Boulevard SE, Atlanta, GA 30339, USA",https://maps.google.com/?cid=16273524942341904347,(770) 435-1111,51 mins,1 hour 6 mins
The Borghese,33.844335,-84.426252,ChIJN7qUv1kF9YgRvYRaPgbkBGI,30327,http://www.theborghese.net/outside_home.asp,"3286 Northside Pkwy NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=7063020831090836669,(404) 495-9985,47 mins,5 mins
Mill Creek Residential Trust,33.85687,-84.429608,ChIJNamvRfoP9YgRCjDSqnrAG6Q,30327,http://www.millcreekplaces.com/contact,"3715 Northside Pkwy NW, Atlanta, GA 30327, USA",https://maps.google.com/?cid=11825256879675813898,(678) 608-0908,1 hour 21 mins,19 mins
RAM Partners LLC,33.843984,-84.427463,ChIJS80trzAQ9YgRa-f8dpVrOEw,30327,http://www.rampartnersllc.com/,"3284 Northside Parkway, Atlanta, GA 30327, USA",https://maps.google.com/?cid=5492258035268904811,(770) 437-5200,1 hour 21 mins,19 mins
Preferred Apartment Community,33.884478,-84.453271,ChIJS80trzAQ9YgRFt2WgzY3VH8,30327,http://pacapts.com/about-us/contact-us/,"3625 Cumberland Blvd SE # 400, Atlanta, GA 30339, USA",https://maps.google.com/?cid=9175019048136006934,(770) 818-4100,44 mins,38 mins
Gables Mill,33.891965,-84.450356,ChIJt6bWWDIQ9YgRTs1TY5hNY7I,30327,http://www.gables.com/mill,"100 Akers Ridge Dr SE, Atlanta, GA 30339, USA",https://maps.google.com/?cid=12854203078342331726,(770) 952-7897,51 mins,1 hour 6 mins
Berkshire Howell Mill,33.807957,-84.413099,ChIJW0mGkB4F9YgRHMJuzeSOl_A,30327,http://www.berkshirecommunities.com/apartments/ga/atlanta/berkshire-howell-mill/,"1950 Howell Mill Rd, Atlanta, GA 30318, USA",https://maps.google.com/?cid=17336482403936289308,(404) 692-6196,45 mins,43 mins
Spalding Crossing Apartments,33.958726,-84.353809,ChIJ0ULcmIoL9YgRgRwa739OLWg,30328,http://www.liveatspaldingcrossing.com/,"1000 Spalding Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=7506742465275763841,(844) 727-2693,28 mins,5 mins
Savannah at Park Place Apartment Homes,33.925278,-84.332428,ChIJ1yE_UWYJ9YgRPVkQxK-9Slg,30328,http://www.savannahparkplace.com/,"31 Perimeter Center E, Atlanta, GA 30346, USA",https://maps.google.com/?cid=6362105986220579133,(844) 341-6615,51 mins,23 mins
Edgewater At Sandy Springs Apartments,33.964401,-84.37544,ChIJ5YknlW0M9YgRT3Oka9cmBHw,30328,http://www.edgewatersandyspringsapts.com/,"7600 Roswell Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=8936310267275670351,(844) 843-7583,8 mins,20 mins
Celebration At Sandy Springs,33.946228,-84.373019,ChIJ70s6LBgM9YgRDRzN-AQ1yYw,30328,http://www.celebrationatsandysprings.com/,"7000 Roswell Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=10144697931099085837,(770) 394-6300,27 mins,9 mins
Glenlake Apartments,33.943907,-84.36378,ChIJ7R-kJAUM9YgRusIQgCq7rFU,30328,http://www.glenlakeatl.com/,"6901 Glenlake Pkwy NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=6173514980429710010,(770) 392-0826,27 mins,9 mins
Dunwoody Courtyards,33.943634,-84.351882,ChIJFdbmU_gL9YgRywc3Eql5hyY,30328,http://www.dunwoodycourtyards.com/,"6873 Peachtree Dunwoody Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=2776321462359230411,(770) 551-9502,33 mins,24 mins
Morgan's Landing,33.969459,-84.359112,ChIJFwQu8XkM9YgR3rMXxBjViHk,30328,http://www.gscapts.com/apartments/sandy_springs_ga/zip_30350/gsc/4523/,"7843 Roswell Rd, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=8757483777767748574,(888) 510-8556,12 mins,28 mins
Perimeter Circle Apartment Homes,33.906716,-84.37182,ChIJG92kx8MO9YgRjCqZiUEeji4,30328,http://liveatperimetercircle.com/,"5470 Glenridge Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=3354652039267822220,(888) 501-1956,21 mins,12 mins
1160 Hammond Apartments,33.919461,-84.348353,ChIJkQOvpE4J9YgRVR5zS5M212A,30328,http://www.1160hammond.com/,"1160 Hammond Dr NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=6978106153887800917,(770) 766-5537,36 mins,30 mins
Hawthorne Gates,33.951794,-84.355799,ChIJmQiIigkM9YgRzCnoX3duOL4,30328,http://www.hawthornegates.com/,"7200 Peachtree Dunwoody Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=13706826924891318732,(770) 394-9555,33 mins,24 mins
Park Terrace Apartments,33.915837,-84.376482,ChIJo4f0cZUO9YgRz3Z--bpsNBQ,30328, ,"300 Carpenter Dr NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=1455908129853044431,(404) 705-9600,17 mins,13 mins
Harbor Pointe,33.972851,-84.370096,ChIJobToEGYM9YgROU5Lu-5ulKQ,30328,http://www.gscapts.com/apartments/sandy_springs_ga/zip_30350/gsc/4521/,"500 Harbor Pointe Pkwy, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=11859225690396905017,(888) 845-4079,42 mins,56 mins
Parc at Perimeter Apartment Homes,33.924411,-84.35313,ChIJpx0Vo1IJ9YgRspDRNCTBxEs,30328,http://www.parcatperimeter.com/,"6210 Peachtree Dunwoody Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=5459701009529016498,(770) 350-9933,36 mins,30 mins
The Marquis Perimeter Center,33.961358,-84.35902,ChIJqTY1k3MM9YgRk_uEy1w9eMc,30328,http://www.mqperimetercenter.com/,"57 Trowbridge Lake Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=14373305679513713555,(770) 609-4473,28 mins,5 mins
The Reserve at Ridgewood,33.950676,-84.371709,ChIJ-S6Y7hYM9YgRf5YZJaXu9nw,30328,http://www.aspensquare.com/georgia/sandy-springs/apartments/the-reserve-at-ridgewood,"7100 Roswell Rd, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=9004646898033333887,(888) 448-5272,27 mins,9 mins
Flats at Perimeter Place,33.928796,-84.342301,ChIJU1kUKVoJ9YgRB5yYSb5DKBM,30328,http://flatsatperimeterplaceapts.com/,"60 Perimeter Center Pl, Atlanta, GA 30346, USA",https://maps.google.com/?cid=1380427770346642439,(770) 779-0982,30 mins,24 mins
