latitude,longitude,school_id,school_name,Grades,school_type,city,address,phone,fax,website,overview_url,ratings_url,reviews_url,freeandreducedLunch
33.85735,-84.23499,783,Midvale Elementary School,Elementary ,public,Tucker,"3836 Midvale Rd, Tucker, GA  30084",(678) 874-3402,(678) 874-3410,,http://www.greatschools.org/georgia/tucker/783-Midvale-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=783&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=783&s_cid=gsapi,54.8458
34.15806,-84.23412,957,Midway Elementary School,Elementary ,public,Alpharetta,"4805 Atlanta Hwy, Alpharetta, GA  30004",(770) 475-6670,(770) 521-1866,,http://www.greatschools.org/georgia/alpharetta/957-Midway-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=957&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=957&s_cid=gsapi,43.3894
33.755863,-84.525696,58,Miles Elementary School,Elementary ,public,Atlanta,"4215 Bakers Ferry Rd SW, Atlanta, GA  30331",(404) 802-8900,,http://www.atlantapublicschools.us/Domain/674,http://www.greatschools.org/georgia/atlanta/58-Miles-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=58&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=58&s_cid=gsapi,95.7921
34.03624,-84.33154,1003,Mimosa Elementary School,Elementary ,public,Roswell,"1550 Warsaw Rd, Roswell, GA  30076",(770) 552-4540,(770) 552-6346,,http://www.greatschools.org/georgia/roswell/1003-Mimosa-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1003&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1003&s_cid=gsapi,90.6103
33.84796,-84.31955,753,Montclair Elementary School,Elementary ,public,Atlanta,"1680 Clairmont Placene, Atlanta, GA  30329",(678) 874-7302,(678) 874-7310,,http://www.greatschools.org/georgia/atlanta/753-Montclair-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=753&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=753&s_cid=gsapi,96.9345
33.909275,-84.33152,736,Montgomery Elementary School,Elementary ,public,Atlanta,"3995 Ashford Dunwoody Rd NE, Atlanta, GA  30319",(678) 676-7502,(678) 676-7510,,http://www.greatschools.org/georgia/atlanta/736-Montgomery-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=736&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=736&s_cid=gsapi,10.3175
33.79676,-84.352875,104,Morningside Elementary School,Elementary ,public,Atlanta,"1053 East Rock Springs Rd Ne, Atlanta, GA  30306",(404) 802-8950,(404) 853-4043,http://www.morningsideschool.org/,http://www.greatschools.org/georgia/atlanta/104-Morningside-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=104&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=104&s_cid=gsapi,8.06242
33.66464,-84.47912,1007,Mount Olive Elementary School,Elementary ,public,East-Point,"3353 Mount Olive Rd, East Point, GA  30344",(404) 669-8050,(404) 669-8230,,http://www.greatschools.org/georgia/east-point/1007-Mount-Olive-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1007&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1007&s_cid=gsapi,89.5184
34.07174,-84.40458,989,Mountain Park Elementary School,Elementary ,public,Roswell,"11895 Mountain Park Rd, Roswell, GA  30075",(770) 552-4530,(770) 643-3331,,http://www.greatschools.org/georgia/roswell/989-Mountain-Park-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=989&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=989&s_cid=gsapi,6.86047
33.65079,-84.12745,759,Murphy Candler Elementary School,Elementary ,public,Lithonia,"6775 South Goddard Rd, Lithonia, GA  30038",(678) 676-9102,(678) 676-9110,http://schools.dekalb.k12.ga.us/murpheycandler/,http://www.greatschools.org/georgia/lithonia/759-Murphy-Candler-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=759&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=759&s_cid=gsapi,82.2736
33.66652,-84.226395,2413,Narvie Harris Elementary School,Elementary ,public,Decatur,"3981 Mcgill Dr, Decatur, GA  30034",(678) 676-9202,(678) 676-9210,,http://www.greatschools.org/georgia/decatur/2413-Narvie-Harris-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2413&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2413&s_cid=gsapi,48.5567
33.87614,-84.19895,1103,Nesbit Elementary School,Elementary ,public,Tucker,"6575 Cherokee Dr, Tucker, GA  30084",(770) 414-2740,(770) 414-2757,,http://www.greatschools.org/georgia/tucker/1103-Nesbit-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1103&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1103&s_cid=gsapi,93.1198
33.77646,-84.28988,6638,New Glennwood Elementary,Elementary ,public,Decatur,"440 East Ponce De Leon Ave, Decatur, GA  30030",(404) 370-4435,,,http://www.greatschools.org/georgia/decatur/6638-New-Glennwood-Elementary/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=6638&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=6638&s_cid=gsapi,19.1667
34.051662,-84.27408,979,New Prospect Elementary School,Elementary ,public,Alpharetta,"3055 Kimball Bridge Rd, Alpharetta, GA  30022",(770) 667-2800,(470) 254-2843,http://npepanthers.org,http://www.greatschools.org/georgia/alpharetta/979-New-Prospect-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=979&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=979&s_cid=gsapi,13.6752
33.572,-84.48145,985,Nolan Elementary School,Elementary ,public,College-Park,"2725 Creel Rd, College Park, GA  30349",(770) 991-7950,(770) 991-7955,,http://www.greatschools.org/georgia/college-park/985-Nolan-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=985&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=985&s_cid=gsapi,88.1806
33.60569,-84.44755,442,Northcutt Elementary School,Elementary ,public,College-Park,"5451 West Fayetteville Rd, College Park, GA  30349",(770) 994-4020,(770) 994-4479,,http://www.greatschools.org/georgia/college-park/442-Northcutt-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=442&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=442&s_cid=gsapi,92.9012
34.02904,-84.30518,1009,Northwood Elementary School,Elementary ,public,Roswell,"10200 Wooten Rd, Roswell, GA  30076",(770) 552-6390,(770) 552-6397,,http://www.greatschools.org/georgia/roswell/1009-Northwood-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1009&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1009&s_cid=gsapi,26.2228
33.83628,-84.28832,764,Oak Grove Elementary School,Elementary ,public,Atlanta,"1857 Oak Grove Rd Ne, Atlanta, GA  30345",(678) 874-7402,(678) 874-7410,,http://www.greatschools.org/georgia/atlanta/764-Oak-Grove-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=764&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=764&s_cid=gsapi,8.40841
33.67632,-84.47368,991,Oak Knoll Elementary School,Elementary ,public,East-Point,"2626 Hogan Rd, East Point, GA  30344",(404) 669-8060,(404) 669-8227,,http://www.greatschools.org/georgia/east-point/991-Oak-Knoll-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=991&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=991&s_cid=gsapi,93.3476
33.902805,-84.2584,752,Oakcliff Elementary School,Elementary ,public,Doraville,"3151 Willow Oak Way, Doraville, GA  30340",(678) 676-3102,(678) 676-3110,,http://www.greatschools.org/georgia/doraville/752-Oakcliff-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=752&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=752&s_cid=gsapi,93.1343
33.76381,-84.30601,2739,Oakhurst Elementary School,Elementary ,public,Decatur,"175 Mead Rd, Decatur, GA  30030",(404) 370-4470,(404) 370-4477,http://www.oakhurst.cityschoolsofdecatur.com/,http://www.greatschools.org/georgia/decatur/2739-Oakhurst-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2739&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2739&s_cid=gsapi,14.2857
33.58357,-84.53243,3859,Oakley Elementary School,Elementary ,public,Union-City,"7220 Oakley Ter, Union City, GA  30291",(770) 774-4057,,,http://www.greatschools.org/georgia/union-city/3859-Oakley-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3859&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3859&s_cid=gsapi,83.518
33.68037,-84.268234,3686,Oakview Elementary School,Elementary ,public,Decatur,"3574 Oakvale Rd, Decatur, GA  30034",(678) 875-1302,(678) 875-1310,,http://www.greatschools.org/georgia/decatur/3686-Oakview-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3686&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3686&s_cid=gsapi,88.2979
34.05319,-84.23163,2504,Ocee Elementary School,Elementary ,public,Alpharetta,"4375 Kimball Bridge Rd, Alpharetta, GA  30022",(770) 667-2960,(770) 667-2964,,http://www.greatschools.org/georgia/alpharetta/2504-Ocee-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2504&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2504&s_cid=gsapi,16.3424
33.53295,-84.67109,1000,Palmetto Elementary School,Elementary ,public,Palmetto,"505 Carlton Rd, Palmetto, GA  30268",(770) 463-6100,(770) 463-6105,http://school.fultonschools.org/es/palmetto/Pages/default.aspx,http://www.greatschools.org/georgia/palmetto/1000-Palmetto-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1000&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1000&s_cid=gsapi,86.4407
33.729313,-84.16929,799,Panola Way Elementary School,Elementary ,public,Lithonia,"2170 Panola Way Court, Lithonia, GA  30058",(678) 676-9302,(678) 676-9310,www.dekalb.k12.ga.us/panolaway ,http://www.greatschools.org/georgia/lithonia/799-Panola-Way-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=799&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=799&s_cid=gsapi,94.1874
33.67834,-84.42492,994,Parklane Elementary School,Elementary ,public,East-Point,"2809 Blount St, East Point, GA  30344",(404) 669-8070,(404) 669-8079,,http://www.greatschools.org/georgia/east-point/994-Parklane-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=994&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=994&s_cid=gsapi,97.1209
33.735546,-84.364784,2573,Parkside Elementary School,Elementary ,public,Atlanta,"685 Mercer St SE, Atlanta, GA  30312",(404) 802-4100,(404) 624-9855,http://www.apskids.org/parkside/Parkside%20Elementary%20School.html,http://www.greatschools.org/georgia/atlanta/2573-Parkside-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2573&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2573&s_cid=gsapi,66.6045
33.698143,-84.41304,98,Perkerson Elementary School,Elementary ,public,Atlanta,"2040 Brewer Blvd Sw, Atlanta, GA  30310",(404) 802-3950,(404) 756-3996,http://www.apskids.org/perkerson/,http://www.greatschools.org/georgia/atlanta/98-Perkerson-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=98&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=98&s_cid=gsapi,99.187
33.748703,-84.47892,86,Peyton Forest Elementary School,Elementary ,public,Atlanta,"301 Peyton Rd SW, Atlanta, GA  30311",(404) 802-7100,(404) 505-6518,http://www.apskids.org/peytonforest/,http://www.greatschools.org/georgia/atlanta/86-Peyton-Forest-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=86&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=86&s_cid=gsapi,94.6548
33.77318,-84.12017,802,Pine Ridge Elementary School,Elementary ,public,Stone-Mountain,"750 Pine Ridge Dr, Stone Mountain, GA  30087",(678) 676-3402,(678) 676-3410,,http://www.greatschools.org/georgia/stone-mountain/802-Pine-Ridge-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=802&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=802&s_cid=gsapi,83.9483
33.89107,-84.236404,767,Pleasantdale Elementary School,Elementary ,public,Doraville,"3695 Northlake Dr, Doraville, GA  30340",(678) 874-3502,(678) 874-3510,http://www.pleasantdalees.dekalb.k12.ga.us/,http://www.greatschools.org/georgia/doraville/767-Pleasantdale-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=767&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=767&s_cid=gsapi,94.543
33.76081,-84.11401,3940,Princeton Elementary School,Elementary ,public,Lithonia,"1301 South Deshon Rd, Lithonia, GA  30058",(678) 875-3002,,,http://www.greatschools.org/georgia/lithonia/3940-Princeton-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3940&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3940&s_cid=gsapi,82.3661
33.704666,-84.22566,750,Rainbow Elementary School,Elementary ,public,Decatur,"2801 Kelley Chapel Rd, Decatur, GA  30034",(678) 874-1702,(678) 874-1710,,http://www.greatschools.org/georgia/decatur/750-Rainbow-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=750&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=750&s_cid=gsapi,84.0708
33.704674,-84.56052,992,Randolph Elementary School,Elementary ,public,Atlanta,"5320 Campbellton Rd SW, Atlanta, GA  30331",(404) 346-6520,(404) 346-6526,,http://www.greatschools.org/georgia/atlanta/992-Randolph-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=992&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=992&s_cid=gsapi,68.3386
33.74588,-84.13585,735,Redan Elementary School,Elementary ,public,Lithonia,"1914 Stone Mountain Lithonia, Lithonia, GA  30058",(678) 676-3502,(678) 676-3510,,http://www.greatschools.org/georgia/lithonia/735-Redan-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=735&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=735&s_cid=gsapi,90.8305
33.61438,-84.62827,3768,Renaissance Elementary School,Elementary ,public,Fairburn,"7250 Hall Rd, Fairburn, GA  30213",(404) 763-3600,,http://www.fultonschools.org/school/renaissance/,http://www.greatschools.org/georgia/fairburn/3768-Renaissance-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3768&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3768&s_cid=gsapi,73.3516
33.99342,-84.31135,1011,River Eves Elementary School,Elementary ,public,Roswell,"9000 Eves Rd, Roswell, GA  30076",(770) 552-4550,(770) 552-4557,,http://www.greatschools.org/georgia/roswell/1011-River-Eves-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1011&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1011&s_cid=gsapi,41.9198
33.81952,-84.38909,39,Rivers Elementary School,Elementary ,public,Atlanta,"8 Peachtree Battle Ave NW, Atlanta, GA  30305",(404) 802-7050,(404) 350-2831,http://www.eriverselementary.com/,http://www.greatschools.org/georgia/atlanta/39-Rivers-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=39&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=39&s_cid=gsapi,42.2047
33.760014,-84.0793,766,Rock Chapel Elementary School,Elementary ,public,Lithonia,"1130 Rock Chapel Rd, Lithonia, GA  30058",(678) 676-3802,(678) 676-3810,http://www.rockchapeles.dekalb.k12.ga.us/Default.aspx,http://www.greatschools.org/georgia/lithonia/766-Rock-Chapel-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=766&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=766&s_cid=gsapi,83.6852
33.788704,-84.1976,706,Rockbridge Elementary School,Elementary ,public,Stone-Mountain,"445 Halwick Way, Stone Mountain, GA  30083",(678) 676-6102,(678) 676-6110,,http://www.greatschools.org/georgia/stone-mountain/706-Rockbridge-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=706&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=706&s_cid=gsapi,89.9582
33.72728,-84.30681,6363,Ronald E McNair Discover Learning Academy Elementary School,Elementary ,public,Decatur,"2162 Second Ave, Decatur, GA  30032",(678) 874-3402,,,http://www.greatschools.org/georgia/decatur/6363-Ronald-E-McNair-Discover-Learning-Academy-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=6363&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=6363&s_cid=gsapi,94.6821
34.0381,-84.36824,990,Roswell North Elementary School,Elementary ,public,Roswell,"10525 Woodstock Rd, Roswell, GA  30075",(770) 552-6320,(770) 552-6326,www.roswellnorthelementary.com,http://www.greatschools.org/georgia/roswell/990-Roswell-North-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=990&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=990&s_cid=gsapi,30.6513
33.75801,-84.2225,749,Rowland Elementary School,Elementary ,public,Stone-Mountain,"1317 South Indian Creek Dr, Stone Mountain, GA  30083",(678) 676-6202,(678) 676-6210,,http://www.greatschools.org/georgia/stone-mountain/749-Rowland-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=749&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=749&s_cid=gsapi,91.4397
33.57624,-84.50338,986,S. L. Lewis Elementary School,Elementary ,public,College-Park,"6201 Connell Rd, College Park, GA  30349",(770) 969-3450,(770) 306-3581,,http://www.greatschools.org/georgia/college-park/986-S.-L.-Lewis-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=986&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=986&s_cid=gsapi,91.8544
33.83325,-84.30371,734,Sagamore Hills Elementary School,Elementary ,public,Atlanta,"1865 Alderbrook Rd Ne, Atlanta, GA  30345",(678) 874-7502,(678) 874-7510,,http://www.greatschools.org/georgia/atlanta/734-Sagamore-Hills-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=734&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=734&s_cid=gsapi,41.8919
33.7637,-84.14478,693,Shadow Rock Elementary School,Elementary ,public,Lithonia,"1040 King Way Dr, Lithonia, GA  30058",(678) 676-3902,(678) 676-3910,,http://www.greatschools.org/georgia/lithonia/693-Shadow-Rock-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=693&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=693&s_cid=gsapi,85.1266
34.04548,-84.12846,1039,Shakerag Elementary School,Elementary ,public,Johns-Creek,"10885 Rogers Circle, Johns Creek, GA  30097",(770) 497-3880,(770) 497-3886,,http://www.greatschools.org/georgia/johns-creek/1039-Shakerag-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1039&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1039&s_cid=gsapi,4.08922
33.837383,-84.16123,765,Smoke Rise Elementary School,Elementary ,charter,Stone-Mountain,"1991 Silver Hill Rd, Stone Mountain, GA  30087",(678) 874-3602,(678) 874-3610,http://www.dekalb.k12.ga.us/smokerise/,http://www.greatschools.org/georgia/stone-mountain/765-Smoke-Rise-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=765&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=765&s_cid=gsapi,62.963
33.73194,-84.24743,748,Snapfinger Elementary School,Elementary ,public,Decatur,"1365 Snapfinger Rd, Decatur, GA  30032",(678) 874-1802,(678) 874-1810,,http://www.greatschools.org/georgia/decatur/748-Snapfinger-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=748&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=748&s_cid=gsapi,95.881
34.021935,-84.197945,1010,State Bridge Crossing Elementary School,Elementary ,public,Alpharetta,"5530 State Bridge Rd, Alpharetta, GA  30022",(404) 497-3850,(770) 497-3856,,http://www.greatschools.org/georgia/alpharetta/1010-State-Bridge-Crossing-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1010&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1010&s_cid=gsapi,10.6971
33.81641,-84.18908,718,Stone Mill Elementary School,Elementary ,public,Stone-Mountain,"4900 Sheila Ln, Stone Mountain, GA  30083",(678) 676-4602,(678) 676-4610,,http://www.greatschools.org/georgia/stone-mountain/718-Stone-Mill-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=718&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=718&s_cid=gsapi,91.8367
33.81411,-84.16804,781,Stone Mountain Elementary School,Elementary ,public,Stone-Mountain,"6720 James B Rivers Dr, Stone Mountain, GA  30083",(678) 676-4702,(678) 676-4710,,http://www.greatschools.org/georgia/stone-mountain/781-Stone-Mountain-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=781&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=781&s_cid=gsapi,96.1336
33.70763,-84.119644,747,Stoneview Elementary School,Elementary ,public,Lithonia,"2629 Huber St, Lithonia, GA  30058",(678) 676-3202,(678) 676-3210,,http://www.greatschools.org/georgia/lithonia/747-Stoneview-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=747&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=747&s_cid=gsapi,95.2135
33.66495,-84.59143,1040,Stonewall Tell Elementary School,Elementary ,public,College-Park,"3310 Stonewall Tell Rd, College Park, GA  30349",(770) 306-3500,(770) 306-3504,,http://www.greatschools.org/georgia/college-park/1040-Stonewall-Tell-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1040&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1040&s_cid=gsapi,53.5117
34.120716,-84.31892,2426,Summit Hill Elementary School,Elementary ,public,Alpharetta,"13855 Providence Rd, Alpharetta, GA  30004",(770) 667-2830,(770) 667-2834,,http://www.greatschools.org/georgia/alpharetta/2426-Summit-Hill-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2426&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2426&s_cid=gsapi,5.62347
34.071255,-84.36286,1038,Sweet Apple Elementary School,Elementary ,public,Roswell,"12025 Etris Rd, Roswell, GA  30075",(770) 643-3310,(770) 643-3316,,http://www.greatschools.org/georgia/roswell/1038-Sweet-Apple-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1038&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1038&s_cid=gsapi,4.56323
33.72713,-84.27805,763,Toney Elementary School,Elementary ,public,Decatur,"2701 Oakland Ter, Decatur, GA  30032",(678) 874-2102,(678) 874-2110,,http://www.greatschools.org/georgia/decatur/763-Toney-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=763&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=763&s_cid=gsapi,94.0594
33.64069,-84.48206,1028,Tubman Elementary School,Elementary ,public,College-Park,"2861 Lakeshore Dr, College Park, GA  30337",(404) 669-8115,(404) 669-8120,,http://www.greatschools.org/georgia/college-park/1028-Tubman-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1028&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1028&s_cid=gsapi,99.4671
33.94554,-84.31386,700,Vanderlyn Elementary School,Elementary ,public,Dunwoody,"1877 Vanderlyn Dr, Dunwoody, GA  30338",(678) 874-9002,(678) 874-9010,,http://www.greatschools.org/georgia/dunwoody/700-Vanderlyn-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=700&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=700&s_cid=gsapi,1.50685
33.60323,-84.43052,467,West Clayton Elementary School,Elementary ,public,College-Park,"5580 Riverdale Rd, College Park, GA  30349",(770) 994-4005,(770) 994-4009,,http://www.greatschools.org/georgia/college-park/467-West-Clayton-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=467&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=467&s_cid=gsapi,93.018
33.78338,-84.306435,681,Westchester Elementary School,Elementary ,charter,Decatur,"758 Scott Blvd, Decatur, GA  30002",(404) 370-4400,,http://westchester.csdecatur.net/,http://www.greatschools.org/georgia/decatur/681-Westchester-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=681&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=681&s_cid=gsapi,
33.765076,-84.28968,679,Winnona Park Elementary School,Elementary ,public,Decatur,"510 Avery St, Decatur, GA  30030",(404) 370-4490,(404) 370-4493,http://www.winnonapark.cityschoolsofdecatur.com/,http://www.greatschools.org/georgia/decatur/679-Winnona-Park-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=679&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=679&s_cid=gsapi,17.7914
33.74243,-84.20063,717,Woodridge Elementary School,Elementary ,public,Stone-Mountain,"4120 Cedar Ridge Trl, Stone Mountain, GA  30083",(678) 874-0202,(678) 874-0210,,http://www.greatschools.org/georgia/stone-mountain/717-Woodridge-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=717&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=717&s_cid=gsapi,86.5487
